SQ00131619,碧桂园,碧桂园滁州,定远碧桂园,安徽省,滁州市,定远县,新三线,"滁州市定远县政务新区,泉坞山路与戚继光大道交汇处",1671,2,47,0.6,2018年,滁州,https://cz.lianjia.com/,定远碧桂园
SQ00131620,碧桂园,碧桂园滁州,汊河碧桂园北站华府,安徽省,滁州市,明光市,新三线,滁州汊河新区104国道旁,2028,2,2,0.8,2019年,滁州,https://cz.lianjia.com/,汊河碧桂园北站华府
SQ00131621,碧桂园,碧桂园滁州,来安碧桂园城市花园,安徽省,滁州市,来安县,新三线,104国道与江北浦泗路花旗营交汇处,7847,5,0,0.6,2013年,滁州,https://cz.lianjia.com/,来安碧桂园城市花园
SQ00131622,碧桂园,碧桂园滁州,汊河碧桂园隆兴佳苑,安徽省,滁州市,来安县,新三线,"来安 来安城区 荣华路,近104国道",1701,2,0,0.5,2013年,滁州,https://cz.lianjia.com/,汊河碧桂园隆兴佳苑
SQ00131623,碧桂园,碧桂园滁州,滁州碧桂园黄金时代,安徽省,滁州市,来安县,新三线,滁州市永乐南路与醉翁西路交汇处,2849,1,7,1,2018年,滁州,https://cz.lianjia.com/,碧桂园黄金时代
SQ00131624,碧桂园,碧桂园滁州,来安碧桂园永阳府,安徽省,滁州市,来安县,新三线,来安县来安大道东侧与陈郢路交口（来安县一中对面,1530,2,10,0.6,2020年,滁州,https://cz.lianjia.com/,来安碧桂园永阳府
SQ00131625,碧桂园,碧桂园滁州,来安碧桂园永阳府二期,安徽省,滁州市,来安县,新三线,来安县来安大道东侧与陈郢路交口（来安县一中对面）,1530,2,10,0.6,2020年,滁州,https://cz.lianjia.com/,来安碧桂园永阳府二期
SQ00131626,碧桂园,碧桂园滁州,碧桂园中央名邸,安徽省,滁州市,琅琊区,新三线,琅琊区明光西路与丰乐大道交汇处,2121,3,15,1.1,2017年,滁州,https://cz.lianjia.com/,碧桂园中央名邸
SQ00131627,碧桂园,碧桂园滁州,滁州碧桂园公园雅筑,安徽省,滁州市,琅琊区,新三线,琅琊区滁州市黄山南路521号（皖东人民医院斜对面）,2182,3,7,0.8,2019年,滁州,https://cz.lianjia.com/,碧桂园公园雅筑
SQ00131628,碧桂园,碧桂园滁州,来安碧桂园城市花园幸福里,安徽省,滁州市,明光市,新三线,柳州市柳东新区博园大道（园博园北侧）,7847,5,25,0.6,2013年,滁州,https://cz.lianjia.com/,来安碧桂园城市花园幸福里
